fcqredesign, /fcq
filmstudies, /cinemastudies$wildcard
finaid, /financialaid$wildcard
financialfutures, /bfp
frit, /frenchitalian$wildcard
ftep, /center/teaching-learning
geotech-centrifuge, /center/ciest$wildcard
germslav, /gsll$wildcard
giving, https://giving.cu.edu/about-us/university-colorado-foundation
glbtqrc, /gsc
glbtqrc, /gsc$wildcard
goodwinlab, /lab/goodwin$wildcard
graduate, /admissions/graduate$wildcard
graduateschool/DiversityInitiative, /smart$wildcard
grandchallenges, /grandchallenge$wildcard
gsc, /cisc$wildcard
gtp, /center/teaching-learning
humres, /hr$wildcard
ibs, https://ibs.colorado.edu$wildcard
ibs/cupc, https://cupc.colorado.edu$wildcard
iec, http://iec.colorado.edu$wildcard
iece, /cuengage$wildcard
institutionalequity, /oiec$wildcard
intphys, /iphy$wildcard
isc, /publicsafety$wildcard
isl, /lab/imaging-systems$wildcard
istem, /csl$wildcard
it, /information-technology
itp, /program/tcp$wildcard
its, https://oit.colorado.edu$wildcard
journalism, /cmci$wildcard
lab/biochemcore, /lab/biochem-instruments$wildcard
lab/chembiosafety, /lab/chemistry-safety
lab/crest, /wellnessinstitute
lasc, /lalsc$wildcard
law/lawlib, http://lawlibrary.colorado.edu$wildcard
leeds, /business$wildcard
leedsmba, /business/mba$wildcard
leedsmba/admissions, /business/mba/full-time-mba-program/mba-admissions-information$wildcard
leedsmba/evening-mba, /business/mba/evening-mba$wildcard
leedsmba/mba-curriculum, /business/mba/full-time-mba-program/full-time-mba-curriculum$wildcard
leedsmba/news-events, /business/mba-programs/full-time-mba-program/mba-news$wildcard
leedsmba/why-program, /business/mba/full-time-mba-program/why-program$wildcard
leedsms, /business/ms-programs$wildcard
leedsms/admissions, /business/ms-programs/masters-programs-admissions$wildcard
leedsms/ms-programs/accounting, /business/ms-programs/masters-programs-offered/masters-programs-accounting$wildcard
leedsms/ms-programs/business-analytics, /business/ms-programs/masters-programs-offered/masters-program-business-analytics$wildcard
leedsms/ms-programs/finance, /business/ms-programs/masters-programs-offered/masters-program-finance$wildcard
leedsms/ms-programs/real-estate, /business/ms-programs/masters-programs-offered/masters-program-real-estate$wildcard
leedsms/ms-programs/supply-chain-managements, /business/ms-programs/masters-programs-offered/masters-program-supply-chain-management$wildcard
leedsms/why-program, /business/ms-programs/why-leeds$wildcard
ling, /linguistics$wildcard
lrap, /libbyrap$wildcard
mba-ms-programs, /business/graduate-programs
mcedc, /center/mortenson$wildcard
mechanical/amtl, /lab/amtl$wildcard
mechanical/npl, /lab/ding$wildcard
mechanical/programs/undergraduate/matlab_tutorial, /mechanical$wildcard
memorybox, /project/memorybox$wildcard
mflp, /center/altec/modified-foreign-language-program
mycuhub, /buffportaladvising
mycuinfo, http://mycuinfo.colorado.edu$wildcard
mycuinfo/demo/, http://spot.colorado.edu/~mycuinfo/index.html
mycuinfo/help/, http://spot.colorado.edu/~mycuinfo/help
nagpal, /lab/nagpal$wildcard
nativestudies, /cnais$wildcard
neuroscienceprogram, /neuroscience$wildcard
newtonleadershipchair, /lead
oai, /ali$wildcard
ocss, /offcampus$wildcard
odece, /dei
odh, /hr$wildcard
office-undergraduate-education, /oue
oit, https://oit.colorado.edu$wildcard
opi, /fbs/opi$wildcard
osc, /osccr$wildcard
osccr, /sccr$wildcard
osi, /oai
outreach/ooe, /outreach/paces$wildcard
parentrelations, /orientation/buff-families$wildcard
parking, /pts$wildcard
pcdp, /precollege$wildcard
peacestudies, /pacs$wildcard
philosophy/chps, /chps$wildcard
philosophy/provisionalia, /project/provisionalia$wildcard
physics-biophysics, /lab/betterton$wildcard
physics/EducationIssues, /per$wildcard
physics/PHET, https://phet.colorado.edu$wildcard
physics/SmalyukhLab, /soft-matter-physics$wildcard
physics/Web/reu, /physics-jila-reu$wildcard
physics/phet, https://phet.colorado.edu
physics/phet/dev, https://bayes.colorado.edu/dev$wildcard
police/clery-data, /clery
policies, /compliance
portal, http://cuconnect.colorado.edu$wildcard
post-holocaustamericanjudaismcollections, /innovationsinjewishlifecollections$wildcard
program/cspb, https://online.colorado.edu/applied-computer-science-bs$wildcard
program/macc, https://online.colorado.edu/corporate-communication-ma$wildcard
program/maje, https://www.colorado.edu/cmci/journalism/ma-entrepreneurship$wildcard
program/msol, https://online.colorado.edu/organizational-leadership-ms$wildcard
program/ore, https://online.colorado.edu/outdoor-recreation-economy-ms$wildcard
program/tcp, /cs/academics/graduate-programs/master-science-technology-cybersecurity-policy$wildcard
program/teacherleadership, https://online.colorado.edu/teacher-leadership-ma$wildcard
project/fpiep, /program/fpw$wildcard
project/lakhota, /linguistics/research/language-documentation/lakhota-learning-materials$wildcard
publichealthprogram, /certificate/publichealth$wildcard
publicrelations, /today$wildcard
qase, /initiative/cubit
rec-center, /recreation$wildcard
recoverycenter, https://www.colorado.edu/recoverycommunity$wildcard
recycling, /ecenter/recycling$wildcard
redefining, /redefining$wildcard
religiousstudies, /rlst$wildcard
research/CISW, /cisw$wildcard
research/gcrc, /ctrc$wildcard
research/gingroup, /lab/gingroup$wildcard
rha, /living/housing/student-leadership-programs/residence-hall-association
rha/nrhh, /living/housing/student-leadership-programs/national-residence-hall-honorary
rha/ocm, /living/housing/student-leadership-programs/on-campus-marketing
riekerlab, /lab/rieker$wildcard
rps, /res$wildcard
seniorvc, /srs$wildcard
smart, /initiative/cdi$wildcard
spanish, /spanishportuguese$wildcard
stampede, /living/housing/student-leadership-programs/stampede-camp
student-success-office/, /academicaffairs/office-undergraduate-education
studentaffairs/assessment, /osaa$wildcard
studentgroups/appmurj, /studentgroups/cjam$wildcard
studentgroups/leedsconsulting, https://sites.google.com/colorado.edu/leedsconsultinggroup
studentgroups/mecha, /studentgroups/umasymexa$wildcard
studentgroups/neuroscience, /studentgroups/neuroscienceclub$wildcard
studentgroups/seeyouspeak, /studentgroups/toastmasters$wildcard
studentgroups/solardecathlon, https://www.cubouldersolardecathlon.com/
studentgroups/umas-mecha, /studentgroups/umasymexa$wildcard
studentsuccess, /oiec$wildcard
sudinglab, https://www.sudinglab.org
suep/pace, /pace
suep/urop, /urop
suep/welcome, /boettcher-norlin-scholars
techtransfer, /venturepartners$wildcard
transportation, /pts$wildcard
ucomm, /strategicrelations$wildcard
ueac, /exploratorystudies$wildcard
uggs, /gpsg$wildcard
undergraduate, /admissions/undergraduate$wildcard
vch, /volunteer$wildcard
vcr, /innovate$wildcard
vcresearch, /vcr$wildcard
virtualvisit, /discover$wildcard
vrc, /volunteer$wildcard
webcom, /strategicrelations$wildcard
wellnessinstitute, /crowninstitute$wildcard
womenstudies, /wgst$wildcard
wrc, /cisc$wildcard
colorado.edu, https://www.colorado.edu$path
libraries, https://libraries.colorado.edu$wildcard
